id,External URI,Type,Number of Bio Materials,Bio Material External Id,Bio Material Organism,Bio Material Species,Bio Material Genus,ID,ENTRY,ROW,RANGE,REP,Box,Order,,field packet stem id
c4e8de99-3ad0-451a-a08a-bf388556b974,,,0,,,,,SWU Chinese 2,171,1,1,1,1,1,3,ST50PKT0YZBN
76b5b686-8c36-4d45-b24c-1178e0d91aba,,,0,,,,,CLANCY,54,10,1,1,2,13,3,ST50PKT0YX2P
264130fe-7145-440b-ba95-80a3d30602f3,,,0,,,,,Trooper,185,11,1,1,3,13,3,ST50PKT0YYLS
23059b07-e0a9-4fba-a43e-49b213b4ca59,,,0,,,,,DRUM,69,12,1,1,4,13,3,ST50PKT0YZ0B
4304cc61-1a4b-4887-87bf-b0594df91d56,,,0,,,,,MAZOWIECKI,114,13,1,1,1,19,3,ST50PKT0YXNF
c6cb5e24-fd0d-43c9-b471-b51b02a3b112,,,0,,,,,989,2,14,1,1,2,19,3,ST50PKT0YYRX
eddbcbfe-431c-462b-abe6-43287d8a2383,,,0,,,,,KONGO,101,15,1,1,3,19,3,ST50PKT0YXJK
476484ea-9c77-49d3-aba2-c82d0c9b0fc3,,,0,,,,,BLN 329,35,16,1,1,4,19,3,ST50PKT0YYXR
b8eee837-7382-4845-950a-35010e407a25,,,0,,,,,Cabernet,42,17,1,1,1,25,3,ST50PKT0YWZG
af056679-8cb9-44de-b828-5983b814bb54,,,0,,,,,SCOOP,155,18,1,1,2,25,3,ST50PKT0YZ9C
3201e753-b354-433e-801b-fffc80a514fd,,,0,,,,,Kubanskij,103,19,1,1,3,25,3,ST50PKT0YZ5H
6a3264c9-50b5-4de3-8f94-7761f879ddaa,,,0,,,,,DERBY,63,2,1,1,2,1,3,ST50PKT0YX58
13764734-a8a3-46d7-b6d2-5672fb1045d3,,,0,,,,,BLN 270,31,20,1,1,4,25,3,ST50PKT0YYWG
c0091fd7-5136-4f21-bd85-5c3dc14d5761,,,0,,,,,Ag-Emblem,9,21,1,1,1,31,3,ST50PKT0YWQQ
88107cd3-804d-4139-9c1e-b22c1bfb3fa8,,,0,,,,,Stingray,163,22,1,1,2,31,3,ST50PKT0YYDN
9c17a133-558a-424e-a450-a0f9f2b41567,,,0,,,,,IWANAI,96,23,1,1,3,31,3,ST50PKT0YXGY
9fb54643-68de-4a6f-b819-ca5cb40be8da,,,0,,,,,PIVOT,136,24,1,1,4,31,3,ST50PKT0YY4L
728afad6-ca1c-4694-8a3f-0fcfa5864482,,,0,,,,,Dimension,65,25,1,1,1,37,3,ST50PKT0YYZP
7189079e-701f-4ab2-8ab3-5096a1448ae5,,,0,,,,,VIGE DH1,187,26,1,1,2,37,3,ST50PKT0YYMF
